uniqueID,drugName,condition,review,rating,date,usefulCount
132271,Ativan,Anxiety,"""Given that I&#039;ve had issues with addiction, my previous psychiatrist would not prescribe me any benzos and instead prescribed me Vistaril, which I found pretty useless. For someone with acute panic and anxiety issues, benzos really should be the first and last word on the topic. Ativan is great. Because of my addiction history, I am very careful with it and never take it more than prescribed. It is enough to make me feel &quot;evened out&quot; during the day without making me loopy, euphoric or sleepy. And at night, it puts me out without giving me a &quot;hangover&quot; the following day like Valium does.""",10,10-Nov-14,123
109207,Nexplanon,Birth Control,"""I started Nexplanon July 2014. I&#039;m not myself at all, my mood has changed, and my body has changed physically. I have gained a total of 50 lbs while on Nexplanon. This birth control takes over your entire body and mind, I can eat an entire dinner (Red Lobster Ultimate Feast), and want more food after. I never feel satisfied after eating, and I constantly crave food items I never did before. In addition, my mood is different I feel depression, extreme anxiety, and have an attitude. While on Nexplanon I have had my period 3 times and each time was actually great! Crazy to admit but I miss having my period because I felt normal knowing my emotions were rational and placed on menstrual cycle. Now, without my period I have begun to feel crazy.""",1,2-Mar-17,7
107164,Implanon,Birth Control,"""I have had Implanon since May 2011. I LOVE it. I had very very light bleeding off and on for a few months afterward but none now, the site where it&#039;s at will throb every once in a while, but not bad just annoying. I have actually lost weight, I am a bit more emotional, but I&#039;ve always cried about everything, I haven&#039;t had an increase in headaches or anything, and my sex drive is as good as it&#039;s always been. I&#039;ve never used birth control before Implanon, but I&#039;m glad I made this choice. Insertion was easy. I didn&#039;t feel a thing. She asked if I was numb and I said I don&#039;t know she made a small incision and asked if I felt it and I didn&#039;t. She wrapped a bandage around the site afterward to keep pressure on it, so my bruising was minimal.""",10,22-Jun-12,1
182862,Cymbalta,Depression,"""6 months of problems with Cymbalta/Duloxetine &amp; so sick and tired that I&#039;ve thrown them in the bin and with no help and advice from my GP. even though I know that &#039;cold turkey&#039; from snri&#039;s could damage my health. From the outset of taking this drug I had chronic diarrhoea. This lasted 4+ months and have now been diagnosed with microscopic colitis despite no previous gastric problems in my life. I&#039;ve gained the best part of a stone in weight, I was drowsy and sleeping during the daytime. The drug did not vastly reduce my anxiety or depressed moods and did not help with any pain that is caused by my osteoarthritis of spine &amp; knees. Withdrawal symptoms seem to be minimal,10 days of cessation, so fat experienced a little tearful and irritable.""",1,8-Jun-16,13
73271,Ethinyl estradiol / norethindrone,Birth Control,"""I&#039;ve been on this pill for about a year now. Its horrible I have gained about 40 lbs almost 5 lbs a month. I&#039;m even eating less than I did before taking this. """,1,30-Jun-14,20
123863,Skyla,Birth Control,"""I had my first Skyla placed 9/19/2016. Insertion of skyla was probably a 6/10 being that I was 2wks away from my new period. The &quot;sounding&quot; or probing as I call it hurt worst than the actual insertion. It was basically just an awkward experience over. I spotted and cramped for 3 days then everything was normal UNTIL before my first skyla period on 10/02/16. I had almost unbearable cramps that I had to remind myself to breathe through (coming from somebody with an extremely high pain tolerance, this was a nightmare.) My period passed rather quickly, very light for 2 days and last day being &quot;heavy&quot; to where I needed a tampon. Everything is pretty uneventful now.""",6,11-Nov-16,2
177153,Duloxetine,Anxiety,"""I&#039;ve taken Cymbalta for almost a year for depression and anxiety. I&#039;m also taking Buspar. My anxiety and depression are noticeably improved. I have tried many of the SSRI&#039;s without any help, but this SNRI is great. I take 40mg/day. I&#039;ve been as high as 60mg/day but found no help at the higher dosage. The only side effect might be a bit of drowsiness. I tried to reduce my dosage quickly and found this is not a drug one wants to &#039;cold-turkey&#039; to get off the drug. The benefits far exceed any bad side effects.""",9,6-Oct-17,10
56672,Elavil,Pain,"""I&#039;m 27 yrs old and have been through 2 back surgeries for a couple of herniated discs in my lower back. Over time, as my back pain worsened, I started developing migraines, which started at maybe one a month and soon developed into one a week, lasting 2-3 days at a time. I was forced to take a leave of absence from my job due to my worsening back pain coupled with the nuclear bombs (migraines) erupting inside my head on an almost daily basis. Needless to say, my mood and overall disposition deteriorated rapidly and I had little to no hope that I&#039;d ever return to a normal way of living. That is until my neurologist prescribed me Elavil. Two words: GOD, SEND. Migraines - GONE. Back to work - FULL TIME. Life = AMAZING.""",10,21-May-10,308
37809,Reclipsen,Birth Control,"""I was on reclipsen for less than 2 weeks and it caused blood clots. I had DVT and Pulmonary Embolisms. I&#039;m one of the lucky ones that lived through those diagnoses. I had taken other BC on the past and always had terrible side effects but never had an issue with clots. I also have no other contributing factors besides being overweight. I was 26 and never smoked in my life. No genetic issues either. I advise everyone to be careful when considering any birth control option. Know the signs of blood clots. It could save your life. """,1,28-Jun-17,2
41132,Acetaminophen / oxycodone,Pain,"""This medication has helped me in more ways than one. My doctor had me on Vicodin and it seemed to not ease the pain I am in and didn&#039;t do anything for my headaches. """,8,6-Aug-11,14
222468,Kyleena,Birth Control,"""The first 2 months were wonderful, my periods were lighter and I loved not having to remember to take a pill everyday. The 3rd month hit and everything went downhill. They say the adjustment period is usually 3 months and after that you shouldn&#039;t get any symptoms. A week and a half before my 3rd cycle was to begin I woke up feeling nauseous and had vertigo. At first I didn&#039;t think anything of it because my body is quite sensitive as it is, but then it happened the next morning and the next and now I&#039;m into my fourth month, I&#039;ve missed 2 weeks of work, I can no longer consume solid food and my bowel movements are extremely abnormal. I finally secured an appointment and will be removing it in 2 days. If you&#039;re sensitive to hormones, beware!""",2,16-Aug-17,2
190059,Stadol,Pain,"""Ive been suffering with migraines since i was 12 and they have just gotten worse over the years i have usually 3 to 4 migraines a month i like most of you have taken just about all the triptans they make (zomig,maxalt,frova,immitrex etc) and numerous preventatives i ended up in the hospital for several days because of how bad the side effects were taken a toll on my body i had to quit taken them so i just suffered with my migraines and went to the er when I couldn&#039;t handle the pain anymore which is not fun at all cause 50 % of the time you get treated like a drug seeker well i was on my second pregnancy about 4 months along and i was just suffering daily from severe migraines my ob prescribes me Stadol NS this is my miracle drug people""",10,23-Jun-15,35
51782,Aczone,Acne,"""I am a 49 year old woman with acne, rosacea, and sensitive skin and I have finally found a solution in Aczone.  My face is nearly clear.  I won&#039;t say it&#039;s perfect, because I do have an occasional stray bump here and there, but my whole face simply calmed down.  I&#039;ve reduced the number of medications I use to three - aczone, oracea and kuric cream.  I am not photosensitive to this like I have been to other topical treatments. It is a little drying but nothing like some other medicines I&#039;ve tried. I found an improvement almost immediately. I am thankful that it has been placed on the market. It&#039;s worth every penny to me.""",10,18-Feb-09,80
32883,Seasonique,Birth Control,"""I couldn&#039;t be on this pill for more than three days. I started taking it because I liked the thought of only having a period once every three months. Almost immediately I got extremely exhausted, nauseous, fluctuating body temperatures, overwhelming sadness, a heavy feeling in my chest, and on the third day I had a panic attack at work so I decided to stop taking it. I felt 100x better when I woke up this morning after not taking it last night. I know you&#039;re supposed to give it time to work but I have never reacted that horribly to birth control before.""",1,16-May-17,7
124797,Tri-Previfem,Birth Control,"""I got on this birth control a month and a half after I had my first baby. Everything was fine and it worked well to help me not get pregnant until the depression started. The doctors thought I had PPD it was so bad I couldn&#039;t go 20 mins without having a panic attack. The doctors put me on depression meds also and that completely made me feel like I was on auto pilot. After reading everyone&#039;s comments inhere I&#039;m convinced that my high anxiety and depression is caused from this. I will be stopping immediately. Take my advice, use condoms and don&#039;t let a birth control take your mental health.""",1,26-May-16,10
166625,Levonorgestrel,Birth Control,"""I&#039;m writing about the overall insertion process as I just had my sklya inserted. I did not get it inserted during my period as I was due to get it while I would be away at school, so I got it a couple days before my period would begin. The overall process was not terrible. I took 2 Advils 2 hours before and then Motrin just before insertion. The doctor also numbed me before doing anything. The overall process was uncomfortable but bearable. It feels like the worst cramps of your life for 20 seconds then it&#039;s done. I felt nothing after it was put in and I&#039;ve been doing fine ever since. I can&#039;t really say if I&#039;ve had spotting or not since I got my period a day after insertion. For those scared, it&#039;s not as bad as people make it out to be.""",7,1-Sep-16,1
147604,Aviane,Birth Control,"""I have tried several different kinds of birth control pills. My main concern is heavy, abnormal periods but it is also my preferred method of birth control. Yasmin made me borderline nuts so I expressed that concern with my PCP when trying Aviane. Aviane did not make me as emotional but I felt really unhealthy taking it. I did notice an increased appetite but no significant weight gain. However my ankles got super swollen. The worst part about this pill is the insane acne that I got. I am 30 and have never had any serious skin problems. My skin is so awful that I had to discontinue this pill as of yesterday. I am in sales and my chin is so broken out in huge pimples that it is making it painful for me to talk.""",2,15-Dec-09,4
69102,Medroxyprogesterone,Birth Control,"""I got the shot Jan 2014. I bled every day for the first three shots - 9 months. I wasn&#039;t allowed to get off of it because my mom was in charge. After the third shot I haven&#039;t had a period or spotting since. I have gained a lot of weight, around 50 pounds to this day. I really believe it&#039;s because of the shot because my eating habits haven&#039;t changed and I work out more now than I did before. The shot doesn&#039;t hurt but it feels uncomfortable for about a day or two. I was considering switching to Nexplanon (the implant in your arm) but after reading those reviews I think I&#039;ve decided to stay with the shot. I haven&#039;t gotten pregnant and I haven&#039;t had my period since the third shot. If I don&#039;t get the weight off soon I will switch.""",7,22-Jan-16,4
85177,Ethinyl estradiol / norgestimate,Birth Control,"""I and many other women had taken this birth control and without any warning ended up in the ER nearly dead with complications caused by taking the birth control. I had developed blood clots that passed through my heart and stuck in my lungs. There were others that had blood clots in their brain. Then when googling I found horrific stories where many many others that have taken the birth control also have their life destroyed by future lifelong complications from taking this drug. Many other women even very young adults died from the clots before they even knew what happened. It is not worth taking the risk. """,1,9-Sep-15,10
220690,Loestrin 24 Fe,Birth Control,"""I have been taking loestrin 24 for a while.  I am coming off of it because it causes me to have very bad headaches and spotting a lot.  Sometimes with this pill I have my period every two weeks.  It does help me with my cramps a lot.  It&#039;s like I got rid of one pain and got another.  The headaches from this medicine is unbearable at times.""",1,12-Nov-10,4
124296,Skyla,Birth Control,"""I have now had my Skyla for over a month. I was on the pill before and had to switch due to migraines caused by too much estrogen. Insertion wasn&#039;t bad-if anything just a little cramp added to your normal pelvic exam. After insertion I was very dizzy and super nauseous. I laid there for about 25 mins feeling sick and having terrible cramping. Soon after I was fine! Mild cramping for the first few days and then for the next week (lessened over time). I bled for about three weeks after insertion- different everyday. Sometimes more than others. Just had my first cycle while on Skyla. Very light, but lasting about 7 days. had a few breakouts but may be stress related too. Feeling great so far!""",8,1-Mar-16,1
41119,Acetaminophen / oxycodone,Pain,"""I have a rare bone disease called osteonecrosis which basically means bone death. I&#039;ve had to have both hips replaced and both shoulders and soon I will have my knees replaced as well. I&#039;m only 40 years old and my condition has made daily living very difficult. Percocet 10/325 has been a blessing, what a huge difference it has made for me. I can do things I haven&#039;t been able to do in years and has helped with my depression from chronic pain and the things I&#039;m able to do now I feel useful again.""",9,31-Oct-11,27
55697,Effexor,Depression,"""It changed my life. 48 years of just dealing with anxiety and depression not wanting to be on medication. With the onset of pre-menopause the depression was unbearable and more feelings of hopelessness. My doctor prescribed 75 mg and I feel alive again. The torment of paranoia, anxiety and the depression are gone.""",9,19-Apr-16,37
134525,Lidoderm,Pain,"""I was in a car accident and suffered a 4th rib fracture, 2nd, 3rd, 6th and 7th ribs were also injured and suffered pectus excavatum. The Lidoderm pain patches helped to decrease my pain level from a 10 to a 3. I can not ride in a car with out wearing these patches. I wear one in my subclavian area and two in my 6th and 7th thoracic area  (total of 3). These patches really manage the pain.""",10,28-Nov-12,58
173127,Clonazepam,Anxiety,"""Also I forgot to mention in a previous review that timing is the key to these types of drugs. 1.5 hours is the time it takes to work for me but may vary with different people. Sometimes I get to my night class early and take a Klonopin well in advance so I wont be under the influence when I&#039;m driving to class. Basically you have to experiment at first with the timing to get a feel of works best for you.""",8,27-Dec-11,10
107365,Implanon,Birth Control,"""Have had Implanon for 4 months now after ditching the Depo shot. (Made me gain 30lbs in one month. Not joking and I&#039;m a skinny person and made no health changes) So far have lost 10 of those pounds on Implanon. Have not had a period or spotting.
THE PROCEDURE: was easy. The Lidocane stings like burning nettles, the rest was easy. Only had a tiny bruise and a tiny scar from the needle (which looks like a mole honestly). 
Side Effects: Only one I&#039;ve had is achy breasts. Like you don&#039;t even want people near them in case they bump into them. All my friends on Implanon have experienced the same thing. 
I LOVE Implanon. Won&#039;t change birth control ever again!""",10,2-Nov-11,0
40910,Acetaminophen / oxycodone,Pain,"""I have an infected tooth with a dead nerve that needed a root canal. I got half the root canal done and need to wait for the infection to clear up. I&#039;m taking major antibiotics but it&#039;s still taking a while and I&#039;m in a lot of pain. The percocet has helped immensely. I waited too long to take it last night and had to take a trip to the ER for morphine! the morphine was not much different than the percocet. My problem was that I waited. I have been taking one every 6 hours which is says on the bottle but I think I need to do it every 5 hours. Hopefully that&#039;s ok to do. I&#039;m also on 800 mg of ibuprofen every 6 hours. I have not experienced any nausea but yes,I guess i am constipated but i have only been eating soup any way.""",10,25-Nov-16,15
28995,Lexapro,Anxiety,"""I have used this for four years, since my dad died, and I recommend it to anyone who is depressed or angry. I went off it once, at a stupid time, and I will never stop taking it again.""",9,5-Aug-08,54
17647,Ethinyl estradiol / etonogestrel,Birth Control,"""No weight gain, easier periods, less bloating. Everything good while still having the cycle.""",10,27-Jan-16,3
178196,Duloxetine,Depression,"""Cymbalta works great, but withdrawals are ridiculous. """,5,8-Feb-11,8
74575,Ethinyl estradiol / norethindrone,Birth Control,"""I&#039;m 28 yrs. old.  I&#039;ve been pregnant and delivered without complication.  I have used birth control in the past but not for over 7 years.  I just finished my 1st pack of Loestrin 24 FE, I try to take it after 7pm. I spotted twice and had a very light period for 3 days.  I&#039;m into pack 2, not pregnant (MY GOAL) and I feel fine.""",10,27-May-08,40
118507,Fetzima,Depression,"""I have had severe depression since my teens and have been on antidepressants for many years. Fortunately I have had beneficial effects from several over the years.  The most effective treatment to date has been a combination of Wellbutrin and Cymbalta. I took that combination for ten+ years and unfortunately I recently started slipping downward, increased depression and feeling out of control.  I  was prescribed Fetzima (transitioned off Cymbalta) and completed the starter pack with the only benefit being increased energy. My Dr then increased the doseage to 80mg and have been at 80mg for two + weeks.  I have never felt (for lack of a better word) so crazy in my life! I have been so irretiable, angry, depressed and unreasonable and feeling""",1,8-Jul-15,41
33067,Seasonique,Birth Control,"""I usually don&#039;t write in these forums but after reading a few post, I realized that I needed to share my experiences to help someone else. I&#039;m on my 8th week of Seasonique. 
Of course I started taking it because I was attracted to the 4 periods a year. The first side effect I started experiencing was headaches, backaches and stomach cramps. It either went away or I just got used to it. 
Secondly, I noticed my face breaking out along the jaw line. This has been a problematic area for me before but never quite this severe. I get once a week facials and there was absolutely no explanation for this. 
Lastly, I&#039;ve had these non-stop hysterical crying episodes. """,3,14-Sep-10,65
178062,Duloxetine,Depression,"""It really helped me and did wonders on my depression that I&#039;ve dealt with since high school and I am now 26 years old and it also helped with my panic attacks. However the side effects for me are I have put on 35 lbs in less than two years and I am extremely fatigue almost 24/7 and get irritated easily. Actually going back to the doctor next month and my husband told me to suggest something else and as much as it does help of course the weight gain and irritation sucks.""",8,26-Jan-12,13
143461,Etonogestrel,Birth Control,"""As far as birth control goes, the Nexplanon implant was really nice and convenient! I had a pretty good sized bruise for about 3 weeks after the implant was put in, and a little bit of soreness, but that&#039;s to be expected. From then on, I didn&#039;t notice it at all!
I had some pretty bad mood swings for the first few months, and figured I just needed to be patient, but instead, it got much worse and became full blown depression. While that&#039;s not good, I am prone to depression, and the implant amplified it, but didn&#039;t cause it.
If I could give any advice, it&#039;d just to be keep an eye on how you feel. I&#039;m sure it&#039;ll take some adjusting, so it&#039;s okay to feel weird for a little while. But if it persists, don&#039;t wait forever to get it out. :)""",8,20-Jan-17,2
205897,Pristiq,Anxiety,"""I&#039;ve been on Pristiq for about 6 months now, taking 50mg for about 6 weeks then bumping up to 100mg after that. I have noticed a huge change in mood. I don&#039;t fixate on little things and let them bother me for the whole day like they used too. I feel much more confident now and I am actually smiling lately. Some side effects I have noticed are the occasional headache (I find if I take it the same time each morning I don&#039;t get a headache), drymouth, and if I miss a dose I get absolutely WILD dreams and my anxiety comes creeping back in. Also, I notice it makes me ramble on and on when I talk sometimes which can be a little embarrassing especially in work situations. Overall though, the benefits significantly outweigh the side effects!!""",9,10-Nov-09,43
100278,Desogestrel / ethinyl estradiol,Birth Control,"""I was on Apri and they said the name changed to Mirvala and there was no changes to the medicine. However, it seems to have completely changed now! I get my period about a week before my pills have run out, even if I take them at the same time every day. I get cramps through-out the month and a lot of spotting. When I do have my period it is extremely heavy and painful. It&#039;s stopping pregnancy, but that&#039;s about all that it&#039;s doing for me now.""",3,11-May-15,1
29949,Klonopin,Anxiety,"""This drug should not be prescribed for more than two weeks (and this has been known since the eighties).  Most Doctors in the USA don&#039;t have a clue about what benzos do to the lives of the patients they are prescribing to, and especially how difficult it is for patients to withdraw from these drugs.

I was completely dependent on clonazepam after 30 days, and remained on it for about eight years, before I realized I had to get off of clonazepam, if I wanted a chance to become healthy again.  It took me 7 horrifying months to taper off, and I became disabled during that time.  I lost about 85% of my long and short term memory during that time.  I am educated, but I did not research this drug before I took it.  Please don&#039;t make that mistake.""",1,16-Mar-17,43
28268,Lexapro,Depression,"""Had a major depressive episode out of nowhere (no stressful life circumstances). When I started on 10 mg I stayed awake 40 hours straight and had panic attacks. Went off it. After horrible Effexor side effects I started on 5 mg of Lexapro again (I was absolutely desperate) and gradually increased. For the first two weeks this drug made my anxiety/depression way worse and I became delusional, but once I took a very small dose of seroquel I became progressively better each day and I have no symptoms of mental illness whatsoever anymore. Completely healed me of depression.""",10,25-Feb-15,26
116560,Desquam-X Wash,Acne,"""My doctor prescribed this wash to me after a medication I was taking made me break out. I have been using this for about a week and my face is already clear! I love it. I use it at least once a day, and sometimes twice a day. The only negative is that it does make your face feel very dry, but immediately after I use it I apply an oil-free face lotion liberally. I am very pleased with this product!""",10,30-Dec-11,34
48492,Ethinyl estradiol / levonorgestrel,Birth Control,"""I had been on Lutera for a little less than 3 years. I never experienced drastic mood swings, weight gain or acne. My periods were way lighter and less painful than before I started lutera. Before birth control, I would throw up and be in uncontrollable pain for the first two days. Now I have mild cramps on day one and that&#039;s it. When I went to pick up my prescription last week, I was given Aviane instead of Lutera and I am PRAYING that nothing changes.""",9,20-Aug-17,4
202063,Benzoyl peroxide / clindamycin,Acne,"""This gel was very effective. My face was swollen because of the acne and I had bumps all over my face. Thanks to the gel my face was back to the normal""",10,12-Aug-17,0
125784,Viibryd,Depression,"""This medicine helped for depression.  The problem is, the first time I went up to 40mg, (within 2 hours), I started sweating profusely and was super nauseous.  After 5 days of this, I am going to switch medicines.  The sad thing is it does help with depression but I can&#039;t handle feeling nauseous all the time.""",3,2-Jul-17,4
192235,Drospirenone / ethinyl estradiol,Acne,"""I started taking this drug because of moderate to severe adult acne (I am 28) and PMS symptoms (severe depression episodes and irritability that happened like clockwork the week before menstruation). I have been on the pill a month and half and I have already seen an improvement. Regarding acne, I broke out a little bit in the placebo week, but besides that I no longer get the severe acne i used to. I expected it to take at least a few months, so I was pleasantly surprised to see an effect. I also had a light period and did not notice mood swings. I had breakthrough bleeding during the first few weeks, at the beginning more severe and diminishing with time. On the second cycle, there is no bleeding anymore.""",10,26-Nov-15,7
60083,NuvaRing,Birth Control,"""I had previously used nuvaring with little side effects, had a child and decided to use the nuvaring again... big mistake.  I had breakthrough bleeding all 3 weeks, head-ach&#039;s, anxiety , insane mood swings - felt like crying or got super angry at the drop of a hat, not sure if this is attributed to the nuvaring but I lost about 12 lbs in a month.  It also caused uti&#039;s after having sex, something that my body previously got used to and wasn&#039;t a problem.  

Ultimately it is easy to use but it made me totally psycho, I felt relief within hours of removing the ring.  No one in my family has ever seen me like that, and the mood swings, anxiety, paranoia were so bad that it affected my 4yr old.""",1,26-Oct-13,10
183633,Cymbalta,Anxiety,"""First couple of weeks where quite bad with nausea, yawning, panic attacks but then quite suddenly I was able to leave my house go for walks without anxiety, all was good for about 4-5 months(on 60 mg), then anxiety came back, now I&#039;m on 90mg and it&#039;s better yet again.

i got severe backpains, and was given tramadol....not a good idea, i had some intestinal bleeding and severe mood swings, vicodin seems fine, so does codein taken with tylanol""",8,30-Nov-09,21
53448,Demerol,Pain,"""I was given this drug after my tubal ligation surgery. I had never taken it before or since then. It worked very well. I was able to function on it as well. It didn&#039;t knock me out or make me hazy like some pain medicines. Aside from some itching,I didn&#039;t have any side effects.""",10,21-Jan-09,18
171625,Wellbutrin,Anxiety,"""Have only been taking for three days. Have some headaches, nausea, no big deal. I don&#039;t like the feeling after my second dose at night. I have gotten panicky and felt like I was going to have a panic attack, but have not so far. I am mainly using this to quit smoking and I see that it is triggering my anxiety somewhat, but I have already lost the urge to smoke and will quit on my quit date. I would rather deal with side effects for a couple weeks than die of lung cancer and leave my children with no mother. Especially after losing my mother at a young age and my grandfather. I am hoping this will help my depression and anxiety after I am used to it. I can&#039;t wait to be smoke-free soon.""",5,11-Aug-11,39
197155,Paroxetine,Depression,"""I have been taking this for 6 -7 months. It works good for me but when I miss 1 or 2 days my mood it&#039;s really high. I will fight or yell, but when I take it to cool down it works. I was 147lbs when I started it and now I&#039;m 127lbs. I have lost a lot and I&#039;m happy. I eat a lot but when I do eat its just a little. Sometime I even forget to drink or eat anything on this pill but I like it as long as I take it everyday I&#039;m happy.""",9,26-Oct-14,116
17963,Ethinyl estradiol / etonogestrel,Birth Control,"""I love being on the NuvaRing! I switched from the pill because it was making me sick every other day and it wasn&#039;t the best thing to experience. The NuvaRing has been awesome! I was a little worried about it at first with being in me for 3 weeks straight and if my boyfriend would mind it, but he hasn&#039;t said a word about it being in. I don&#039;t have to worry about being sick everyday or missing a dose because I can put it in for 3 weeks and forget about it! it has been 100% effective also, we use no other forms of birth control and I&#039;m still not pregnant. The only downside is that I&#039;ve started to notice I&#039;m a little more dry than usual, but I wouldn&#039;t think about going off of it because of that. Its been great and I will continue to use it.""",9,8-Nov-12,4
153578,Velivet,Birth Control,"""Pros:  Worked great as a birth control &amp; light periods
Cons:  Completely killed my libido, I&#039;ve always had migraines but I got them much more frequently with this pill, I gained weight, &amp; made me moody.
I&#039;ve been on this pill for 9 months.  I was hoping things would get better but they are not so I am discontinuing use.""",4,16-Sep-12,5
50657,Gabapentin,Pain,"""This medicine is wonderful, I have been using it for a week along with Zanaflex 1x daily 4mg and the Neurontin 2x daily 300mg.  I suffer from nerve damage in my right shoulder, as well as shoulder instability my arm dislocates frequently at least 2 x a month, trust me putting your arm back in the socket will race you to a 10 on the pain scale instantly. I have blacked out from the pain a couple of times.  The point is when my arm sub-locates the Neurontin can stop the traumatizing pain very quickly, with only a half of a Norco to assist the pain.  It has also allowed me to be more productive at work. It is easier to deal with during day time than Norco constantly.  If you have nerve pain from a traumatic injury/accident I highly recommend.""",9,4-Mar-11,26
141590,Escitalopram,Anxiety,"""Hey Everyone! I am going to try and make my story short. I am 26 years old and did not know what anxiety or an anxiety attack was until I turned 25.  I was driving to lunch one day and for no reason at all it hit me. I felt as if I wasn&#039;t in control of my own body. I felt like I was going to pass out at the wheel, my heart began to race and my arms and legs went numb. I drove myself straight to the ER. The doc told me it was an anxiety attack. After that first attack I could not leave my house for two weeks in fear that I would pass out or lose control. I was then put on Lexapro, the first two weeks I felt the side affects..AFTER THAT A true BLESSING!! NO ANXIETY OR ATTACKS IN 2 WEEKS! I FEEL LIKE ME AGAIN!""",10,29-Mar-13,72
75672,L-methylfolate,Depression,"""I have been on Deplin for over a year now. At first I was on 7.5 mg and that was helpful but when that stopped working the Psych doctor increased the dosage up to 15 mg and it really works. What it does is helps your other antidepressants work better. Deplin will affect each person differently depending on which antidepressant you are taking.""",8,17-Nov-11,78
94108,Trintellix,Depression,"""I&#039;d get a mild headache within fifteen minutes of taking this and the intensity of the pain depended on the dosage.""",1,1-Jan-16,20
9393,Lo Loestrin Fe,Birth Control,"""I have been on this pill for a year now and have not gotten my period once, which is great because I got on it because my periods were nothing but painful. I love it and wouldn&#039;t trade it for the world.""",10,22-Oct-16,7
36636,Fentanyl,Pain,"""Fentanyl takes quite a for give pain relief after application of the patch, also they don&#039;t seem to last even 48 hours.""",6,26-Nov-11,10
73998,Ethinyl estradiol / norethindrone,Birth Control,"""I switched from Ortho Tri-cyclen to Microgestin three months ago. I did not like the side effects I had with my old pill. I took it for a year and decided to switch. The first month I got my period as scheduled. I missed it completely the second month. I am hoping to have a period this month. I think it&#039;s silly for a woman to continuously have to take pregnancy tests while on the pill, I take it so I don&#039;t have to worry about it. So I don&#039;t know that I like this pill either. I am wondering how many woman do not have a period while on this pill, when I called my doctor he said it was &quot;normal&quot;.""",6,26-Nov-11,11
65917,Propranolol,Anxiety,"""I&#039;m 18. After a terrible experience on citalopram (antidepressant) to treat anxiety i was really reluctant to take any more medication,. I wanted to feel normal and be able to enjoy the company of others again, i bit the bullet and took 40mg propanolol and within in an hour, i was perfectly still and could concentrate on my work rather than the physical symptoms i could feel!! It also gave me cold hands and feet and breath, but i can more than deal with that!! I also have asthma but as long as i dont do anything too strenuous im fine. I also did a speech this week in a calm collected manner. Doesnt stop the cognitive symptoms like worrying but taking the physical symptoms stops the cycle in its tracks. So glad i was offered this drug.""",9,26-Apr-16,30
220215,Amitriptyline,Pain,"""Been on and off this medication since November 2014 after a stint of three days with no sleeping thanks to my chronic anxiety/panic disorder.  Started out on 50 mg but I couldn&#039;t tolerate it, so I tapered it down to 25 mg and it worked like a charm. The first few days are awful with the dizziness, foggy head, just getting the day started can be a royal pain. However, I had some amazing sleep taking this, just hated the feeling of being drugged. I tried going cold turkey off this medication and let me be the first to say DO NOT GO COLD TURKEY!  I was so sick and shakey, muscle cramps/spasms, severe vomiting, worst flu like feeling you&#039;ll ever have. I broke down and cut a 25mg into 12.5 mg.  muscle pain lingers but everything else is better.""",7,6-Mar-15,50
144591,Etonogestrel,Birth Control,"""I got this in December 2015,after many years of my body not accepting birth control pills and I was running out of options. I don&#039;t have children so this was better than Mirena for me. The last actual period I had was the one during the insertion process. Although I have been spotting almost everyday for a little over a month it&#039;s never enough to leave anything in my panties,i only notice when I wipe. My acne had gotten worse but I&#039;ve always had that issue. I&#039;ve also suffered from depression for years so that&#039;s not an issue. Overall after about 7 years of switching pills I am able to relax and not worry about bleeding all the time. I wouldn&#039;t say this is the best option for all but anyone out there who suffers from heavy periods, go for it.""",8,14-Mar-16,2
110514,Nexplanon,Birth Control,"""I wanted to post because I was so afraid from the negative reviews I read before getting Nexplanon. With that being said, I highly recommend this product. The last time I posted I stated that I was bleeding for about 9 days. The light spotting lasted for about 3 weeks. Then nothing for 3 weeks, and it started again for about 2 weeks. Since then (2 months) I have not had any sporting. Besides the trials in the beginning, I am very pleased with this product. No mood swings, no acne, no low sex drive and no periods!""",10,28-Dec-15,9
45123,Fluoxetine,Depression,"""I improved a lot when receiving 10mg after 2 months of treatment. When the dosage was increased to 20mg symptoms worsened and I had suicidal thoughts.""",7,23-Aug-16,7
176501,Lorazepam,Anxiety,"""Though I&#039;ve rated this medication an 8 (when I first started taking it I would have rated it at 12!). I must caution ANY who use it to use it STRICTLY as directed by your (presumably responsible/knowledgeable psych/med doc).""",8,30-May-13,58
183541,Cymbalta,Anxiety,"""I have been on Cymbalta (30mg) for a three week trial for treating my anxiety, depression and fibromyalgia. Thought it sounded like a miracle pill since I&#039;m only 21 years old, but this has caused everything from headaches to stomach pain to diarrhea. I figured I could live with that and let it run its course but things got worse. I noticed my anxiety attacks got much worse and became more frequent, had to go the ER last night because my hands, feet, tongue, ears, face went numb and swelled. Now I&#039;m on steroids and Benadryl to bring it down. """,1,11-Aug-10,20
38555,Liletta,Birth Control,"""I got Liletta inserted in June 2016 and I&#039;ve had it for about a year with no problems. The process was quick with minor dizziness and cramping right after, but a little relaxation and ibuprofen handled that. I did experience a lot of bleeding for about three weeks after, but from what I understand that is fairly normal. I still get periods, but they are somewhat lighter than they used to be and don&#039;t last as long. I did notice a change in my cervical mucous, but it&#039;s been great in helping me prevent pregnancy especially when having unprotected sex. I recommend this birth control to anyone who cannot keep up with the pill or may forget.""",7,30-May-17,3
